Country_Tag,Country_Population_K,Country_Core_Population_K,Country_NonCore_Population_K,Conscription_Rate,Num_Owned_States,Num_Core_States,Num_Controlled_States,Stability,War_Support,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Total_Controlled_Factories,Total_Owned_Factories,Avg_Infra_per_State,Oil_Units,Oil_Barrels_Thousands,Aluminium_Units,Aluminium_Tons_Thousands,Rubber_Units,Rubber_Tons_Thousands,Tungsten_Units,Tungsten_Tons_Thousands,Steel_Units,Steel_Tons_Thousands,Chromium_Units,Chromium_Tons_Thousands,Coal,Coal_ShortTons_Thousands,Maximum_Potential_Exporting,Total_Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Subsistence_Sector_GDP_USD_M,Subsistence_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Labor_Efficiency,Source_File
SPC,6741,0,0,2%,7,11,7,0,0,7,12,4,23,20,20,0,26,14300,12,6,0,0,0,0,30,1500,13,32,0,0,50%,2898,61,2%,459,15%,429,5%,7%,generate_country_csv_report_1727-01-01-01.csv
SPP,28397,0,0,4%,7,17,7,1,0,3,16,4,23,26,26,0,41,30750,0,0,0,0,0,0,51,2550,0,0,0,0,75%,5748,166,2%,780,13%,202,5%,7%,generate_country_csv_report_1727-01-01-01.csv
SRV,353,0,0,1%,1,1,1,1,0,4,8,2,14,14,14,0,32,20800,0,0,0,0,0,0,-16,-800,0,0,0,0,75%,146,47,32%,18,12%,414,5%,7%,generate_country_csv_report_1727-01-01-01.csv
TNV,264,0,0,1%,1,1,1,1,0,3,5,0,8,8,8,0,0,0,0,0,0,0,0,0,-10,-500,0,0,0,0,75%,33,0,-2%,31,92%,127,5%,7%,generate_country_csv_report_1727-01-01-01.csv
UMB,1911,0,0,3%,4,4,4,1,0,7,10,1,18,13,13,0,0,0,0,0,0,0,0,0,5,250,0,0,0,0,25%,554,0,0%,193,34%,290,5%,7%,generate_country_csv_report_1727-01-01-01.csv
USV,105,0,0,0%,1,1,1,1,0,3,2,0,5,5,5,0,0,0,0,0,0,0,0,0,-4,-200,0,0,0,0,50%,8,0,-3%,8,101%,75,5%,7%,generate_country_csv_report_1727-01-01-01.csv
WEA,212,0,0,3%,1,1,1,1,0,4,4,0,8,8,8,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,50%,26,0,-2%,25,95%,124,5%,7%,generate_country_csv_report_1727-01-01-01.csv
HHE,51028,0,0,4%,11,7,16,0,0,21,16,8,45,50,43,0,0,0,9,4,0,0,15,2,132,6600,-4,-10,14,9380,50%,8950,78,0%,1486,16%,212,5%,7%,generate_country_csv_report_1727-01-01-01.csv
HCR,1590,0,0,7%,4,4,2,0,0,0,1,1,2,5,5,0,0,0,0,0,0,0,0,0,2,100,-2,-5,0,0,50%,496,0,-0%,175,35%,222,5%,7%,generate_country_csv_report_1727-01-01-01.csv
HLF,4240,0,0,4%,5,5,2,0,0,1,3,0,4,6,6,0,12,12000,0,0,0,0,0,0,-8,-400,0,0,14,9380,50%,1379,37,2%,789,57%,128,5%,7%,generate_country_csv_report_1727-01-01-01.csv
HNO,37197,0,0,4%,14,7,17,0,0,14,15,1,30,41,30,0,6,4200,18,9,0,0,0,0,64,3200,0,0,36,24120,50%,5480,121,2%,2337,42%,213,5%,7%,generate_country_csv_report_1727-01-01-01.csv
HPP,5008,0,0,4%,17,30,11,0,0,3,2,2,7,9,9,0,13,9100,0,0,21,42,0,0,14,700,0,0,0,0,50%,1757,14,0%,1053,59%,137,5%,7%,generate_country_csv_report_1727-01-01-01.csv
HSP,7016,0,0,4%,16,21,5,0,0,1,3,2,6,7,7,0,8,5600,0,0,0,0,0,0,11,550,0,0,0,0,50%,2384,10,0%,1396,58%,146,5%,7%,generate_country_csv_report_1727-01-01-01.csv
HST,27625,0,0,4%,16,36,19,0,0,9,9,5,23,23,19,0,0,0,0,0,0,0,46,6,69,3450,42,105,18,12060,50%,4945,85,1%,2096,42%,163,5%,7%,generate_country_csv_report_1727-01-01-01.csv
HAP,24051,0,0,4%,5,26,12,0,0,4,8,0,12,15,12,0,6,4200,0,0,0,0,0,0,36,1800,0,0,13,8710,50%,2735,41,1%,1549,56%,139,5%,7%,generate_country_csv_report_1727-01-01-01.csv
HAW,5078,0,0,7%,15,44,18,0,0,4,6,2,12,15,11,0,23,12650,0,0,0,0,0,0,-2,-100,0,0,0,0,50%,1350,24,1%,393,29%,334,5%,7%,generate_country_csv_report_1727-01-01-01.csv
HCO,4355,0,0,4%,3,4,2,0,0,1,5,0,6,5,4,0,9,6300,15,7,0,0,0,0,25,1250,0,0,0,0,50%,940,15,1%,160,17%,145,5%,7%,generate_country_csv_report_1727-01-01-01.csv
HDW,3131,0,0,4%,3,11,5,0,0,1,2,0,3,7,1,0,0,0,0,0,0,0,0,0,-10,-500,16,40,14,9380,50%,23,15,65%,12,54%,129,5%,7%,generate_country_csv_report_1727-01-01-01.csv
HFF,8633,0,0,4%,5,27,4,0,0,4,4,0,8,8,8,0,0,0,0,0,0,0,5,0,8,400,46,115,0,0,50%,1360,23,1%,681,50%,157,5%,7%,generate_country_csv_report_1727-01-01-01.csv
HFR,26278,0,0,4%,20,25,29,0,0,10,18,3,31,34,19,0,0,0,21,10,0,0,24,3,17,850,36,90,0,0,50%,3609,52,1%,1011,28%,200,5%,7%,generate_country_csv_report_1727-01-01-01.csv
HFS,1901,0,0,4%,3,9,2,0,0,1,2,1,4,3,3,0,20,17000,0,0,10,20,0,0,-2,-100,0,0,0,0,50%,472,24,5%,228,48%,239,5%,7%,generate_country_csv_report_1727-01-01-01.csv
HJU,2367,0,0,7%,3,7,3,0,0,0,1,0,1,3,3,0,5,2750,0,0,0,0,0,0,-4,-200,0,0,3,2010,50%,328,5,1%,258,78%,138,5%,7%,generate_country_csv_report_1727-01-01-01.csv
HPG,12811,0,0,4%,4,52,3,0,0,7,5,2,14,13,13,0,7,4900,0,0,0,0,29,4,9,450,0,0,0,0,50%,2669,18,0%,1084,40%,169,5%,7%,generate_country_csv_report_1727-01-01-01.csv
AVE,131,0,0,2%,2,7,2,1,0,4,3,0,7,6,6,0,0,0,0,0,0,0,0,0,16,800,0,0,12,8040,50%,24,14,57%,10,42%,184,5%,7%,generate_country_csv_report_1727-01-01-01.csv
ANA,592,0,0,0%,2,2,2,1,0,4,3,0,7,7,7,0,0,0,0,0,0,0,0,0,-6,-300,0,0,0,0,50%,60,0,-0%,55,91%,102,5%,7%,generate_country_csv_report_1727-01-01-01.csv
BIU,178,0,0,3%,2,7,2,1,0,2,5,0,7,5,5,0,0,0,0,0,0,0,0,0,29,1450,0,0,20,13400,50%,49,28,56%,21,42%,278,5%,7%,generate_country_csv_report_1727-01-01-01.csv
CPV,8300,0,0,3%,6,6,6,0,0,6,8,0,14,14,14,0,0,0,0,0,0,0,16,2,20,1000,41,102,14,9380,0%,1660,51,3%,849,51%,200,5%,7%,generate_country_csv_report_1727-01-01-01.csv
CYR,3737,0,0,4%,5,12,5,0,0,0,7,2,9,10,10,0,0,0,21,10,0,0,0,0,23,1150,86,215,0,0,50%,1782,55,3%,272,15%,477,5%,7%,generate_country_csv_report_1727-01-01-01.csv
DOC,7406,0,0,3%,12,16,12,0,0,6,8,0,14,18,18,0,0,0,0,0,0,0,36,5,11,550,53,132,20,13400,0%,1367,74,5%,766,56%,184,5%,7%,generate_country_csv_report_1727-01-01-01.csv
DMP,1796,0,0,3%,7,9,7,1,0,5,4,0,9,10,10,0,0,0,0,0,0,0,0,0,6,300,0,0,0,0,75%,258,0,0%,196,76%,143,5%,7%,generate_country_csv_report_1727-01-01-01.csv
ERP,677,0,0,2%,2,2,2,1,0,3,5,0,8,8,8,0,0,0,0,0,0,0,0,0,-10,-500,0,0,0,0,75%,87,0,-1%,76,87%,128,5%,7%,generate_country_csv_report_1727-01-01-01.csv
ETF,9631,0,0,3%,12,13,6,0,0,0,1,0,1,18,8,0,0,0,0,0,0,0,0,0,-22,-1100,0,0,0,0,50%,1615,-2,-0%,716,44%,385,5%,7%,generate_country_csv_report_1727-01-01-01.csv
FIK,1658,0,0,2%,3,3,3,1,0,4,5,2,11,11,11,0,0,0,0,0,0,0,0,0,-1,-50,0,0,0,0,25%,546,0,-0%,194,35%,329,5%,7%,generate_country_csv_report_1727-01-01-01.csv
GSD,5351,0,0,3%,4,4,4,1,0,6,5,0,11,13,13,0,0,0,0,0,0,0,15,2,34,1700,31,77,0,0,25%,1163,22,1%,140,12%,217,5%,7%,generate_country_csv_report_1727-01-01-01.csv
HPV,346,0,0,6%,2,5,2,0,1,4,1,0,5,7,5,0,16,8800,0,0,0,0,0,0,-4,-200,0,0,7,4690,0%,43,16,38%,26,61%,125,5%,7%,generate_country_csv_report_1727-01-01-01.csv
IHS,2140,0,0,4%,3,3,3,1,0,3,3,0,6,9,9,0,7,3850,0,0,0,0,0,0,0,0,0,0,0,0,75%,291,6,2%,219,75%,136,5%,7%,generate_country_csv_report_1727-01-01-01.csv
KGK,5111,0,0,3%,7,13,7,1,0,3,6,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50%,1092,0,0%,496,45%,213,5%,7%,generate_country_csv_report_1727-01-01-01.csv
LEE,2190,0,0,2%,6,8,6,1,0,3,4,2,9,9,9,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,50%,558,0,-0%,173,30%,255,5%,7%,generate_country_csv_report_1727-01-01-01.csv
LRO,392,0,0,0%,4,5,4,1,0,2,4,0,6,8,8,0,0,0,0,0,0,0,0,0,-10,-500,0,0,0,0,25%,43,0,-1%,39,91%,110,5%,7%,generate_country_csv_report_1727-01-01-01.csv
MRC,31309,0,0,4%,20,20,20,0,0,15,90,30,135,85,85,0,117,87750,103,51,11,22,84,12,421,21050,19,47,146,97820,75%,22912,4046,17%,2152,9%,731,5%,7%,generate_country_csv_report_1727-01-01-01.csv
NMR,1162,0,0,1%,2,3,2,1,0,2,1,0,3,7,7,0,0,0,0,0,0,0,14,2,-8,-400,0,0,0,0,25%,146,2,1%,127,87%,126,5%,7%,generate_country_csv_report_1727-01-01-01.csv
NRP,4272,0,0,1%,9,9,9,1,0,4,7,0,11,11,11,0,4,2200,0,0,0,0,0,0,6,300,0,0,0,0,25%,827,5,0%,388,47%,193,5%,7%,generate_country_csv_report_1727-01-01-01.csv
PCS,1690,0,0,2%,3,4,3,1,0,4,8,0,12,9,7,0,0,0,0,0,0,0,30,4,-10,-500,0,0,0,0,50%,294,9,3%,185,62%,174,5%,7%,generate_country_csv_report_1727-01-01-01.csv
REP,2179,0,0,1%,6,19,6,1,0,4,5,0,9,11,11,0,0,0,0,0,0,0,12,1,7,350,19,47,0,0,25%,477,13,2%,206,43%,218,5%,7%,generate_country_csv_report_1727-01-01-01.csv
RVV,10663,0,0,3%,10,10,10,0,0,8,13,4,25,20,20,0,15,10500,13,6,0,0,7,1,25,1250,19,47,35,23450,75%,3311,136,4%,1032,31%,310,5%,7%,generate_country_csv_report_1727-01-01-01.csv
SEK,5507,0,0,4%,11,11,11,0,0,3,4,2,9,11,11,0,0,0,0,0,0,0,0,0,6,300,0,0,8,5360,50%,1426,9,0%,445,31%,258,5%,7%,generate_country_csv_report_1727-01-01-01.csv
SMK,2202,0,0,2%,3,4,3,1,0,4,4,0,8,8,8,0,0,0,0,0,0,0,0,0,-8,-400,29,72,0,0,75%,301,11,3%,257,85%,137,5%,7%,generate_country_csv_report_1727-01-01-01.csv
SRA,14880,0,0,7%,21,19,21,0,0,15,20,4,39,39,39,0,5,2750,0,0,0,0,0,0,10,500,-6,-15,0,0,50%,4582,7,0%,1282,27%,312,5%,7%,generate_country_csv_report_1727-01-01-01.csv
SSD,5424,0,0,3%,6,6,6,0,0,5,8,0,13,11,11,0,0,0,0,0,0,0,36,5,76,3800,56,140,6,4020,25%,938,63,6%,362,38%,172,5%,7%,generate_country_csv_report_1727-01-01-01.csv
UFS,12985,0,0,2%,18,28,18,0,0,6,17,5,28,30,30,0,0,0,0,0,0,0,0,0,23,1150,-2,-5,0,0,50%,4029,2,0%,611,15%,310,5%,7%,generate_country_csv_report_1727-01-01-01.csv
WIE,466,0,0,0%,3,4,3,1,0,2,5,0,7,9,9,0,0,0,0,0,0,0,0,0,-12,-600,0,0,0,0,25%,57,-1,-1%,52,91%,123,5%,7%,generate_country_csv_report_1727-01-01-01.csv
BAR,72806,0,0,2%,22,22,22,0,0,8,58,8,74,63,63,0,124,74400,0,0,28,56,30,4,17,850,286,715,587,393290,50%,21724,6990,32%,6557,30%,298,5%,7%,generate_country_csv_report_1727-01-01-01.csv
FFN,21671,0,0,2%,14,14,14,1,0,9,17,0,26,18,17,0,115,57500,0,0,23,46,0,0,97,4850,0,0,0,0,50%,3183,249,7%,1644,51%,146,5%,7%,generate_country_csv_report_1727-01-01-01.csv
LLA,10651,0,0,4%,7,7,7,1,1,9,13,5,27,19,19,0,94,70500,16,8,0,0,0,0,33,1650,0,0,0,0,50%,3801,235,6%,393,10%,356,5%,7%,generate_country_csv_report_1727-01-01-01.csv
DRC,58151,0,0,4%,9,91,9,0,0,8,2,0,10,11,7,0,0,0,0,0,0,0,166,24,19,950,12,30,0,0,25%,3463,42,1%,2946,85%,59,5%,7%,generate_country_csv_report_1727-01-01-01.csv
DVE,5982,0,0,3%,9,15,9,0,0,7,4,0,11,11,11,0,0,0,0,0,0,0,0,0,12,600,0,0,0,0,25%,1199,1,0%,337,28%,200,5%,7%,generate_country_csv_report_1727-01-01-01.csv
DVC,11586,0,0,2%,2,5,2,1,0,3,4,0,7,6,5,0,0,0,0,0,0,0,0,0,37,1850,81,202,0,0,25%,1388,40,2%,720,51%,119,5%,7%,generate_country_csv_report_1727-01-01-01.csv
EPC,19703,0,0,3%,18,91,20,0,0,0,3,4,7,17,16,0,0,0,8,4,19,38,0,0,8,400,-4,-10,0,0,25%,2878,0,0%,1139,39%,149,5%,7%,generate_country_csv_report_1727-01-01-01.csv
EPY,53887,0,0,3%,38,38,38,1,0,20,40,19,79,64,64,0,18,21600,73,36,316,632,0,0,36,1800,138,345,249,166830,75%,17334,2095,12%,3844,22%,321,5%,7%,generate_country_csv_report_1727-01-01-01.csv
FDL,6149,0,0,3%,4,4,4,0,0,3,3,0,6,6,5,0,0,0,0,0,0,0,25,3,6,300,0,0,5,3350,25%,847,11,1%,481,56%,137,5%,7%,generate_country_csv_report_1727-01-01-01.csv
FGJ,8976,0,0,7%,4,7,2,0,0,1,2,2,5,8,7,0,0,0,0,0,0,0,0,0,-6,-300,0,0,0,0,25%,1520,0,-0%,579,38%,162,5%,7%,generate_country_csv_report_1727-01-01-01.csv
FUL,1055,0,0,3%,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,81,0,0%,81,100%,77,5%,7%,generate_country_csv_report_1727-01-01-01.csv
GHN,4187,0,0,3%,3,3,3,0,0,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,448,0,0%,398,88%,107,5%,7%,generate_country_csv_report_1727-01-01-01.csv
GNG,4180,0,0,3%,2,2,2,0,0,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16750,25%,467,18,4%,398,85%,111,5%,7%,generate_country_csv_report_1727-01-01-01.csv
IWE,1055,0,0,3%,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,81,0,0%,81,100%,77,5%,7%,generate_country_csv_report_1727-01-01-01.csv
JJY,1572,0,0,3%,2,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9380,25%,252,10,4%,243,96%,80,5%,7%,generate_country_csv_report_1727-01-01-01.csv
LCF,8481,0,0,3%,4,4,4,0,0,2,1,0,3,3,2,0,0,0,0,0,0,0,0,0,9,450,0,0,4,2680,25%,936,4,0%,770,82%,110,5%,7%,generate_country_csv_report_1727-01-01-01.csv
LCS,3685,0,0,3%,5,5,5,1,0,3,3,2,8,7,6,0,0,0,0,0,47,94,0,0,4,200,0,0,7,4690,25%,1251,9,0%,352,28%,339,5%,7%,generate_country_csv_report_1727-01-01-01.csv
LMC,24802,0,0,3%,6,6,6,1,0,4,4,3,11,14,13,0,0,0,0,0,5,10,9,1,16,800,0,0,28,18760,25%,3676,47,1%,1552,42%,148,5%,7%,generate_country_csv_report_1727-01-01-01.csv
LMN,97100,0,0,3%,10,91,11,0,0,3,8,5,16,19,19,0,0,0,6,3,0,0,0,0,54,2700,0,0,0,0,25%,7122,10,0%,3980,55%,74,5%,7%,generate_country_csv_report_1727-01-01-01.csv
LPR,10433,0,0,4%,7,91,7,0,0,8,1,0,9,9,5,0,0,0,0,0,0,0,0,0,24,1200,-4,-10,0,0,25%,1093,0,0%,809,74%,104,5%,7%,generate_country_csv_report_1727-01-01-01.csv
MYU,1065,0,0,3%,2,2,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,81,0,0%,81,100%,76,5%,7%,generate_country_csv_report_1727-01-01-01.csv
NRS,5382,0,0,3%,6,6,6,0,0,3,5,0,8,8,8,0,0,0,0,0,0,0,0,0,-10,-500,21,52,0,0,50%,1212,9,0%,648,53%,225,5%,7%,generate_country_csv_report_1727-01-01-01.csv
NWE,6028,0,0,3%,4,4,4,0,0,3,6,1,10,9,9,0,0,0,0,0,40,80,0,0,-10,-500,0,0,0,0,25%,1511,0,0%,605,40%,250,5%,7%,generate_country_csv_report_1727-01-01-01.csv
ODS,2216,0,0,4%,3,3,3,1,0,0,2,0,2,9,9,0,0,0,0,0,0,0,0,0,-14,-700,22,55,0,0,25%,456,7,1%,242,53%,205,5%,7%,generate_country_csv_report_1727-01-01-01.csv
RDN,3958,0,0,3%,7,7,7,0,0,5,8,2,15,15,15,0,0,0,0,0,0,0,0,0,3,150,125,312,0,0,0%,1502,71,4%,322,21%,379,5%,7%,generate_country_csv_report_1727-01-01-01.csv
ROM,7109,0,0,3%,4,25,4,1,0,7,12,2,21,20,20,0,0,0,0,0,0,0,0,0,32,1600,15,37,11,7370,25%,2203,38,1%,573,26%,309,5%,7%,generate_country_csv_report_1727-01-01-01.csv
RPG,17895,0,0,3%,5,5,5,1,0,3,3,5,11,11,10,0,0,0,0,0,17,34,19,2,17,850,0,0,21,14070,25%,3251,29,0%,1055,32%,181,5%,7%,generate_country_csv_report_1727-01-01-01.csv
RPT,2110,0,0,3%,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,162,0,0%,162,100%,77,5%,7%,generate_country_csv_report_1727-01-01-01.csv
SHE,1055,0,0,3%,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,81,0,0%,81,100%,77,5%,7%,generate_country_csv_report_1727-01-01-01.csv
SSJ,2079,0,0,3%,2,2,2,0,0,1,1,2,4,4,4,0,0,0,0,0,21,42,0,0,5,250,0,0,1,670,25%,637,1,0%,130,20%,306,5%,7%,generate_country_csv_report_1727-01-01-01.csv
WYK,5282,0,0,3%,5,7,5,0,0,3,3,2,8,8,8,0,0,0,0,0,0,0,0,0,-6,-300,0,0,0,0,25%,1548,0,-0%,603,38%,293,5%,7%,generate_country_csv_report_1727-01-01-01.csv
XIF,3712,0,0,3%,2,2,2,1,0,1,0,0,1,3,2,0,0,0,0,0,0,0,0,0,-2,-100,0,0,0,0,25%,418,0,-0%,319,76%,112,5%,7%,generate_country_csv_report_1727-01-01-01.csv
XIN,2111,0,0,3%,2,2,2,0,0,1,1,0,2,7,7,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,0%,462,0,-0%,270,58%,218,5%,7%,generate_country_csv_report_1727-01-01-01.csv
ABL,2612,0,0,2%,7,7,7,1,0,3,8,0,11,10,10,0,0,0,0,0,0,0,18,2,-14,-700,30,75,0,0,75%,486,22,4%,256,52%,186,7%,9%,generate_country_csv_report_1728-01-01-01.csv
BHK,4679,0,0,3%,14,14,14,1,0,5,11,3,19,20,20,0,3,1650,0,0,0,0,68,10,-5,-250,42,105,42,28140,25%,1857,139,7%,437,23%,396,7%,9%,generate_country_csv_report_1728-01-01-01.csv
COA,22331,0,0,6%,9,31,11,0,0,21,25,10,56,58,51,0,25,22500,120,60,0,0,0,0,189,9450,18,45,169,113230,0%,8898,894,10%,1057,11%,456,7%,9%,generate_country_csv_report_1728-01-01-01.csv
DOO,907,0,0,2%,7,7,7,1,0,2,5,0,7,8,8,0,6,3300,0,0,0,0,0,0,-10,-500,0,0,0,0,75%,91,5,5%,76,83%,101,7%,9%,generate_country_csv_report_1728-01-01-01.csv
DTP,915,0,0,2%,2,2,2,1,0,4,4,2,10,10,10,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,25%,292,0,-0%,109,37%,319,7%,9%,generate_country_csv_report_1728-01-01-01.csv
FDN,1029,0,0,3%,6,7,6,1,0,4,7,4,15,15,15,0,3,1650,0,0,0,0,0,0,-14,-700,0,0,0,0,50%,476,2,0%,89,18%,463,7%,9%,generate_country_csv_report_1728-01-01-01.csv
HNT,2991,0,0,1%,4,7,4,1,0,2,4,2,8,9,9,0,6,3300,0,0,0,0,0,0,22,1100,0,0,0,0,75%,893,7,0%,325,36%,298,7%,9%,generate_country_csv_report_1728-01-01-01.csv
HYP,323,0,0,0%,2,2,2,1,0,3,5,0,8,7,7,0,0,0,15,7,0,0,0,0,-8,-400,0,0,0,0,75%,39,0,1%,36,93%,121,7%,9%,generate_country_csv_report_1728-01-01-01.csv
INH,1561,0,0,2%,3,6,3,1,0,3,4,2,9,9,9,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,25%,484,0,-0%,191,39%,310,7%,9%,generate_country_csv_report_1728-01-01-01.csv
KST,275,0,0,2%,2,2,2,1,0,4,5,0,9,9,9,0,0,0,0,0,0,0,0,0,-10,-500,0,0,0,0,25%,19,0,-4%,19,100%,70,7%,9%,generate_country_csv_report_1728-01-01-01.csv
LLD,6249,0,0,2%,6,6,6,1,0,4,6,0,10,10,10,0,0,0,19,9,0,0,0,0,11,550,0,0,0,0,25%,985,3,0%,522,53%,157,7%,9%,generate_country_csv_report_1728-01-01-01.csv
MLB,72,0,0,0%,1,1,1,1,0,3,6,0,9,9,9,0,0,0,0,0,0,0,0,0,-12,-600,0,0,2,1340,25%,7,1,19%,6,80%,105,7%,9%,generate_country_csv_report_1728-01-01-01.csv
MTR,1685,0,0,1%,5,8,5,1,0,4,7,3,14,14,14,0,0,0,0,0,0,0,0,0,-14,-700,0,0,0,0,25%,710,-1,-0%,165,23%,421,7%,9%,generate_country_csv_report_1728-01-01-01.csv
NLL,244,0,0,2%,2,16,2,1,0,4,5,0,9,9,9,0,0,0,5,2,0,0,0,0,-8,-400,0,0,10,6700,0%,31,11,37%,19,60%,128,7%,9%,generate_country_csv_report_1728-01-01-01.csv
OAK,57756,0,0,3%,39,39,37,0,0,30,178,17,225,187,187,0,64,76800,71,35,0,0,96,14,704,35200,240,600,160,107200,50%,42123,10546,25%,2434,5%,712,7%,9%,generate_country_csv_report_1728-01-01-01.csv
PLK,349,0,0,1%,2,4,2,1,0,4,4,0,8,8,8,0,0,0,0,0,0,0,7,1,-8,-400,9,22,0,0,75%,45,5,11%,37,83%,129,7%,9%,generate_country_csv_report_1728-01-01-01.csv
SHT,639,0,0,3%,4,7,4,1,0,5,6,0,11,11,11,0,7,3850,0,0,0,0,0,0,-12,-600,0,0,0,0,50%,61,6,10%,49,80%,96,7%,9%,generate_country_csv_report_1728-01-01-01.csv
TAM,13985,0,0,3%,24,24,24,1,0,7,24,0,31,31,31,0,0,0,0,0,0,0,88,13,-11,-550,0,0,0,0,0%,2549,59,2%,350,13%,182,7%,9%,generate_country_csv_report_1728-01-01-01.csv
TPD,549,0,0,2%,3,3,3,1,0,3,4,0,7,8,8,0,0,0,0,0,0,0,11,1,-8,-400,19,47,6,4020,75%,81,17,21%,57,70%,147,7%,9%,generate_country_csv_report_1728-01-01-01.csv
TPP,14012,0,0,2%,28,28,28,1,0,7,8,2,17,17,17,0,0,0,56,28,0,0,0,0,24,1200,0,0,0,0,0%,2650,9,0%,1285,48%,189,7%,9%,generate_country_csv_report_1728-01-01-01.csv
TRH,10003,0,0,3%,4,29,16,0,0,6,7,0,13,17,13,0,6,6000,0,0,0,0,29,4,42,2100,56,140,5,3350,0%,1490,59,3%,441,29%,222,7%,9%,generate_country_csv_report_1728-01-01-01.csv
TRI,2760,0,0,2%,5,7,5,1,0,3,7,0,10,8,8,0,0,0,0,0,0,0,50,7,-10,-500,65,162,0,0,75%,640,52,8%,317,49%,231,7%,9%,generate_country_csv_report_1728-01-01-01.csv
UEK,10113,0,0,1%,19,21,7,0,0,4,8,5,17,17,17,0,0,0,0,0,0,0,0,0,0,0,1,2,12,8040,25%,3950,22,0%,1042,26%,294,7%,9%,generate_country_csv_report_1728-01-01-01.csv
WGK,445,0,0,1%,4,4,4,1,0,4,7,2,13,13,13,0,0,0,0,0,0,0,0,0,-14,-700,68,170,0,0,75%,168,36,21%,46,27%,377,7%,9%,generate_country_csv_report_1728-01-01-01.csv
AAV,107,0,0,2%,1,1,1,1,0,3,4,0,7,7,7,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,25%,13,0,-5%,13,100%,122,7%,9%,generate_country_csv_report_1728-01-01-01.csv
AGC,5678,0,0,2%,6,6,6,1,0,9,9,5,23,20,20,0,0,0,47,23,0,0,0,0,75,3750,0,0,0,0,25%,3095,15,0%,307,9%,545,7%,9%,generate_country_csv_report_1728-01-01-01.csv
AHM,1234,0,0,2%,7,7,7,1,0,9,10,0,19,20,20,0,0,0,0,0,0,0,0,0,-22,-1100,0,0,0,0,0%,182,-2,-1%,123,67%,148,7%,9%,generate_country_csv_report_1728-01-01-01.csv
ARN,4022,0,0,2%,8,14,8,1,0,7,14,3,24,19,19,0,0,0,0,0,0,0,63,9,2,100,0,0,16,10720,75%,1903,68,3%,296,15%,473,7%,9%,generate_country_csv_report_1728-01-01-01.csv
ATL,6612,0,0,2%,4,4,4,1,0,7,7,3,17,17,17,0,102,76500,0,0,137,274,0,0,-14,-700,0,0,8,5360,0%,3162,225,7%,206,6%,478,7%,9%,generate_country_csv_report_1728-01-01-01.csv
AUC,4884,0,0,2%,15,15,15,1,0,8,19,9,36,28,28,0,19,12350,19,9,0,0,0,0,77,3850,0,0,0,0,25%,3991,68,1%,426,10%,817,7%,9%,generate_country_csv_report_1728-01-01-01.csv
AUF,1383,0,0,3%,5,5,5,1,0,1,5,3,9,15,15,0,0,0,29,14,0,0,0,0,-14,-700,0,0,67,44890,25%,704,85,12%,142,20%,509,7%,9%,generate_country_csv_report_1728-01-01-01.csv
BTR,18331,0,0,3%,25,25,25,1,0,10,18,3,31,23,23,0,28,15400,0,0,0,0,45,6,40,2000,0,0,67,44890,70%,3754,283,7%,1705,45%,204,7%,9%,generate_country_csv_report_1728-01-01-01.csv
CUL,150,0,0,4%,1,3,1,1,0,4,2,0,6,6,6,0,0,0,0,0,0,0,0,0,-4,-200,0,0,0,0,50%,4,0,-6%,4,105%,29,7%,9%,generate_country_csv_report_1728-01-01-01.csv
ETV,358,0,0,1%,1,1,1,1,0,3,6,2,11,10,10,0,47,35250,0,0,0,0,0,0,-10,-500,0,0,0,0,25%,184,70,38%,44,24%,513,7%,9%,generate_country_csv_report_1728-01-01-01.csv
FLU,301,0,0,3%,2,2,2,1,0,4,6,0,10,10,10,0,0,0,0,0,0,0,0,0,-12,-600,0,0,0,0,25%,22,-1,-5%,22,100%,75,7%,9%,generate_country_csv_report_1728-01-01-01.csv
